CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7f1a097997c1;airflow-minio-1;0.97%;127.6MiB / 7.463GiB;1.67%;33.4kB / 22.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.54%;42.05MiB / 7.463GiB;0.55%;19.4MB / 140kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;12.66%;59.93MiB / 7.463GiB;0.78%;8.48MB / 9.8MB;0B / 0B;23
931cd589197c;airflow-redis-1;0.16%;9.223MiB / 7.463GiB;0.12%;157kB / 129kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;76.44%;1.699GiB / 7.463GiB;22.76%;22.5MB / 24.4MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.56%;294.6MiB / 7.463GiB;3.85%;5.19MB / 5.33MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.18%;1.104GiB / 7.463GiB;14.80%;3.06MB / 1.72MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;174.2MiB / 7.463GiB;2.28%;900kB / 1.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;127.6MiB / 7.463GiB;1.67%;33.4kB / 22.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;19.60%;47.16MiB / 7.463GiB;0.62%;24MB / 172kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.31%;59.93MiB / 7.463GiB;0.78%;8.51MB / 9.82MB;0B / 0B;23
931cd589197c;airflow-redis-1;0.11%;9.098MiB / 7.463GiB;0.12%;157kB / 129kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;76.44%;1.699GiB / 7.463GiB;22.76%;22.5MB / 24.4MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.56%;294.6MiB / 7.463GiB;3.85%;5.19MB / 5.33MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.18%;1.104GiB / 7.463GiB;14.80%;3.06MB / 1.72MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;174.2MiB / 7.463GiB;2.28%;900kB / 1.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.07%;127.6MiB / 7.463GiB;1.67%;33.4kB / 22.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;19.60%;47.16MiB / 7.463GiB;0.62%;24MB / 172kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.31%;59.93MiB / 7.463GiB;0.78%;8.51MB / 9.82MB;0B / 0B;23
931cd589197c;airflow-redis-1;0.11%;9.098MiB / 7.463GiB;0.12%;157kB / 129kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.22%;1.697GiB / 7.463GiB;22.74%;28MB / 29.1MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.20%;294.1MiB / 7.463GiB;3.85%;5.2MB / 5.35MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;64.63%;1.106GiB / 7.463GiB;14.82%;3.54MB / 2.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.36%;174.2MiB / 7.463GiB;2.28%;906kB / 1.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;129.6MiB / 7.463GiB;1.70%;36.7kB / 27.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.52%;53.29MiB / 7.463GiB;0.70%;28.7MB / 206kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;12.96%;62.23MiB / 7.463GiB;0.81%;8.66MB / 10.3MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.13%;9.098MiB / 7.463GiB;0.12%;158kB / 131kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.22%;1.697GiB / 7.463GiB;22.74%;28MB / 29.1MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.20%;294.1MiB / 7.463GiB;3.85%;5.2MB / 5.35MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;64.63%;1.106GiB / 7.463GiB;14.82%;3.54MB / 2.31MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.36%;174.2MiB / 7.463GiB;2.28%;906kB / 1.15MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.89%;129.6MiB / 7.463GiB;1.70%;36.7kB / 27.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.52%;53.29MiB / 7.463GiB;0.70%;28.7MB / 206kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;12.96%;62.23MiB / 7.463GiB;0.81%;8.66MB / 10.3MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.13%;9.098MiB / 7.463GiB;0.12%;158kB / 131kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;121.20%;1.715GiB / 7.463GiB;22.97%;33.6MB / 33.8MB;0B / 0B;28
bc99e134b647;airflow-airflow-scheduler-1;9.50%;293.9MiB / 7.463GiB;3.85%;5.25MB / 5.41MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;13.68%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.30%;174.1MiB / 7.463GiB;2.28%;910kB / 1.16MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.02%;129.6MiB / 7.463GiB;1.70%;39.9kB / 33.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.35%;59.16MiB / 7.463GiB;0.77%;33.6MB / 240kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;7.92%;63.15MiB / 7.463GiB;0.83%;8.76MB / 10.4MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.14%;9.223MiB / 7.463GiB;0.12%;159kB / 131kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;121.20%;1.715GiB / 7.463GiB;22.97%;33.6MB / 33.8MB;0B / 0B;28
bc99e134b647;airflow-airflow-scheduler-1;9.50%;293.9MiB / 7.463GiB;3.85%;5.25MB / 5.41MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;13.68%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.30%;174.1MiB / 7.463GiB;2.28%;910kB / 1.16MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.02%;129.6MiB / 7.463GiB;1.70%;39.9kB / 33.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.35%;59.16MiB / 7.463GiB;0.77%;33.6MB / 240kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;7.92%;63.15MiB / 7.463GiB;0.83%;8.76MB / 10.4MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.14%;9.223MiB / 7.463GiB;0.12%;159kB / 131kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;165.32%;1.754GiB / 7.463GiB;23.50%;39.1MB / 38.4MB;0B / 0B;28
bc99e134b647;airflow-airflow-scheduler-1;3.47%;294MiB / 7.463GiB;3.85%;5.28MB / 5.44MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.02%;174.1MiB / 7.463GiB;2.28%;915kB / 1.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.12%;131.6MiB / 7.463GiB;1.72%;43.5kB / 38.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.68%;64.16MiB / 7.463GiB;0.84%;38.1MB / 273kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.85%;63.28MiB / 7.463GiB;0.83%;8.79MB / 10.4MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.34%;9.223MiB / 7.463GiB;0.12%;165kB / 135kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;165.32%;1.754GiB / 7.463GiB;23.50%;39.1MB / 38.4MB;0B / 0B;28
bc99e134b647;airflow-airflow-scheduler-1;3.47%;294MiB / 7.463GiB;3.85%;5.28MB / 5.44MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.02%;174.1MiB / 7.463GiB;2.28%;915kB / 1.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.12%;131.6MiB / 7.463GiB;1.72%;43.5kB / 38.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.68%;64.16MiB / 7.463GiB;0.84%;38.1MB / 273kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.85%;63.28MiB / 7.463GiB;0.83%;8.79MB / 10.4MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.34%;9.223MiB / 7.463GiB;0.12%;165kB / 135kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;91.61%;1.701GiB / 7.463GiB;22.79%;39.2MB / 42.2MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;11.44%;294MiB / 7.463GiB;3.85%;5.32MB / 5.48MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.25%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;174.2MiB / 7.463GiB;2.28%;920kB / 1.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.17%;131.6MiB / 7.463GiB;1.72%;43.5kB / 38.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.74%;68.4MiB / 7.463GiB;0.90%;41.9MB / 300kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.84%;63.15MiB / 7.463GiB;0.83%;8.84MB / 10.5MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.21%;9.094MiB / 7.463GiB;0.12%;166kB / 136kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;91.61%;1.701GiB / 7.463GiB;22.79%;39.2MB / 42.2MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;11.44%;294MiB / 7.463GiB;3.85%;5.32MB / 5.48MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.25%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.97%;174.2MiB / 7.463GiB;2.28%;920kB / 1.17MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.17%;131.6MiB / 7.463GiB;1.72%;43.5kB / 38.6MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.74%;68.4MiB / 7.463GiB;0.90%;41.9MB / 300kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;4.84%;63.15MiB / 7.463GiB;0.83%;8.84MB / 10.5MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.21%;9.094MiB / 7.463GiB;0.12%;166kB / 136kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.04%;1.702GiB / 7.463GiB;22.81%;44.7MB / 47.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.72%;294MiB / 7.463GiB;3.85%;5.34MB / 5.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.17%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.92%;174.2MiB / 7.463GiB;2.28%;925kB / 1.18MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.00%;131.6MiB / 7.463GiB;1.72%;46.6kB / 44.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.86%;74.44MiB / 7.463GiB;0.97%;47.4MB / 339kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.17%;63.15MiB / 7.463GiB;0.83%;8.87MB / 10.5MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.84%;9.188MiB / 7.463GiB;0.12%;167kB / 137kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;69.04%;1.702GiB / 7.463GiB;22.81%;44.7MB / 47.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.72%;294MiB / 7.463GiB;3.85%;5.34MB / 5.5MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.17%;1.107GiB / 7.463GiB;14.83%;3.63MB / 2.38MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.92%;174.2MiB / 7.463GiB;2.28%;925kB / 1.18MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.00%;131.6MiB / 7.463GiB;1.72%;46.6kB / 44.1MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.86%;74.44MiB / 7.463GiB;0.97%;47.4MB / 339kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;2.17%;63.15MiB / 7.463GiB;0.83%;8.87MB / 10.5MB;0B / 0B;24
931cd589197c;airflow-redis-1;0.84%;9.188MiB / 7.463GiB;0.12%;167kB / 137kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.15%;1.704GiB / 7.463GiB;22.84%;50.3MB / 51.2MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;25.35%;293.1MiB / 7.463GiB;3.84%;5.38MB / 5.54MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;101.71%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;2.17%;174.1MiB / 7.463GiB;2.28%;931kB / 1.18MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;2.02%;133.6MiB / 7.463GiB;1.75%;49.6kB / 49.7MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.98%;80.82MiB / 7.463GiB;1.06%;50.9MB / 363kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;27.82%;66.85MiB / 7.463GiB;0.87%;9.07MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.17%;9.184MiB / 7.463GiB;0.12%;167kB / 137kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.15%;1.704GiB / 7.463GiB;22.84%;50.3MB / 51.2MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;25.35%;293.1MiB / 7.463GiB;3.84%;5.38MB / 5.54MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;101.71%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;2.17%;174.1MiB / 7.463GiB;2.28%;931kB / 1.18MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;2.02%;133.6MiB / 7.463GiB;1.75%;49.6kB / 49.7MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;24.98%;80.82MiB / 7.463GiB;1.06%;50.9MB / 363kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;27.82%;66.85MiB / 7.463GiB;0.87%;9.07MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.17%;9.184MiB / 7.463GiB;0.12%;167kB / 137kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.19%;1.695GiB / 7.463GiB;22.71%;55.8MB / 56.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.12%;293.1MiB / 7.463GiB;3.84%;5.39MB / 5.56MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.13%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;174.1MiB / 7.463GiB;2.28%;935kB / 1.19MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.74%;133.6MiB / 7.463GiB;1.75%;52.7kB / 55.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.60%;84.5MiB / 7.463GiB;1.11%;56.4MB / 402kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.38%;66.85MiB / 7.463GiB;0.87%;9.09MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;9.184MiB / 7.463GiB;0.12%;168kB / 138kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.19%;1.695GiB / 7.463GiB;22.71%;55.8MB / 56.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;3.12%;293.1MiB / 7.463GiB;3.84%;5.39MB / 5.56MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.13%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.88%;174.1MiB / 7.463GiB;2.28%;935kB / 1.19MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.74%;133.6MiB / 7.463GiB;1.75%;52.7kB / 55.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.60%;84.5MiB / 7.463GiB;1.11%;56.4MB / 402kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.38%;66.85MiB / 7.463GiB;0.87%;9.09MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.14%;9.184MiB / 7.463GiB;0.12%;168kB / 138kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.45%;1.695GiB / 7.463GiB;22.71%;55.9MB / 62.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.41%;292.9MiB / 7.463GiB;3.83%;5.41MB / 5.58MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;174.1MiB / 7.463GiB;2.28%;940kB / 1.2MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.08%;133.6MiB / 7.463GiB;1.75%;52.7kB / 55.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.75%;91.1MiB / 7.463GiB;1.19%;62.4MB / 445kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.29%;66.84MiB / 7.463GiB;0.87%;9.12MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;9.184MiB / 7.463GiB;0.12%;168kB / 138kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;70.45%;1.695GiB / 7.463GiB;22.71%;55.9MB / 62.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;2.41%;292.9MiB / 7.463GiB;3.83%;5.41MB / 5.58MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;1.108GiB / 7.463GiB;14.85%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.86%;174.1MiB / 7.463GiB;2.28%;940kB / 1.2MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.08%;133.6MiB / 7.463GiB;1.75%;52.7kB / 55.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;23.75%;91.1MiB / 7.463GiB;1.19%;62.4MB / 445kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.29%;66.84MiB / 7.463GiB;0.87%;9.12MB / 11.1MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.11%;9.184MiB / 7.463GiB;0.12%;168kB / 138kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.82%;1.692GiB / 7.463GiB;22.67%;61.4MB / 67.6MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;184.84%;451.1MiB / 7.463GiB;5.90%;5.43MB / 5.6MB;0B / 0B;38
ab0ed3240741;airflow-airflow-webserver-1;0.09%;1.108GiB / 7.463GiB;14.84%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;173.9MiB / 7.463GiB;2.27%;945kB / 1.2MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.90%;135.6MiB / 7.463GiB;1.77%;56.1kB / 60.7MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.23%;96.06MiB / 7.463GiB;1.26%;67.3MB / 479kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.91%;68.19MiB / 7.463GiB;0.89%;9.15MB / 11.1MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.12%;9.172MiB / 7.463GiB;0.12%;169kB / 139kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.82%;1.692GiB / 7.463GiB;22.67%;61.4MB / 67.6MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;184.84%;451.1MiB / 7.463GiB;5.90%;5.43MB / 5.6MB;0B / 0B;38
ab0ed3240741;airflow-airflow-webserver-1;0.09%;1.108GiB / 7.463GiB;14.84%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.91%;173.9MiB / 7.463GiB;2.27%;945kB / 1.2MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;0.90%;135.6MiB / 7.463GiB;1.77%;56.1kB / 60.7MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.23%;96.06MiB / 7.463GiB;1.26%;67.3MB / 479kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;1.91%;68.19MiB / 7.463GiB;0.89%;9.15MB / 11.1MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.12%;9.172MiB / 7.463GiB;0.12%;169kB / 139kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.93%;1.691GiB / 7.463GiB;22.65%;67MB / 72.5MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;270.37%;325.4MiB / 7.463GiB;4.26%;5.64MB / 5.78MB;0B / 0B;6
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.108GiB / 7.463GiB;14.84%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.00%;173.8MiB / 7.463GiB;2.27%;950kB / 1.21MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.00%;135.6MiB / 7.463GiB;1.77%;59.2kB / 66.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.07%;104.1MiB / 7.463GiB;1.36%;72.2MB / 513kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;19.14%;68.57MiB / 7.463GiB;0.90%;9.34MB / 11.3MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.11%;9.172MiB / 7.463GiB;0.12%;170kB / 139kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;68.93%;1.691GiB / 7.463GiB;22.65%;67MB / 72.5MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;270.37%;325.4MiB / 7.463GiB;4.26%;5.64MB / 5.78MB;0B / 0B;6
ab0ed3240741;airflow-airflow-webserver-1;0.11%;1.108GiB / 7.463GiB;14.84%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;1.00%;173.8MiB / 7.463GiB;2.27%;950kB / 1.21MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.00%;135.6MiB / 7.463GiB;1.77%;59.2kB / 66.2MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;22.07%;104.1MiB / 7.463GiB;1.36%;72.2MB / 513kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;19.14%;68.57MiB / 7.463GiB;0.90%;9.34MB / 11.3MB;0B / 0B;26
931cd589197c;airflow-redis-1;0.11%;9.172MiB / 7.463GiB;0.12%;170kB / 139kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.59%;1.692GiB / 7.463GiB;22.67%;72.5MB / 77.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;123.04%;291.8MiB / 7.463GiB;3.82%;5.83MB / 5.94MB;0B / 0B;4
ab0ed3240741;airflow-airflow-webserver-1;0.09%;1.108GiB / 7.463GiB;14.84%;4.17MB / 2.61MB;0B / 0B;9
432fe0e596ed;airflow-airflow-triggerer-1;0.99%;173.8MiB / 7.463GiB;2.27%;956kB / 1.22MB;0B / 0B;7
7f1a097997c1;airflow-minio-1;1.00%;137.6MiB / 7.463GiB;1.80%;62kB / 71.7MB;0B / 0B;21
be91543aa019;airflow-db_kap-1;26.83%;107.7MiB / 7.463GiB;1.41%;77.4MB / 550kB;0B / 0B;8
8a393fb6dae8;airflow-postgres-1;16.33%;66.69MiB / 7.463GiB;0.87%;9.51MB / 11.5MB;0B / 0B;25
931cd589197c;airflow-redis-1;0.13%;9.172MiB / 7.463GiB;0.12%;171kB / 140kB;0B / 0B;6
CONTAINER ID;NAME;CPU %;MEM USAGE/LIMIT;MEM %;NET I/O;BLOCK I/O;PIDS
7306c026409c;airflow-airflow-worker-1;67.59%;1.692GiB / 7.463GiB;22.67%;72.5MB / 77.7MB;0B / 0B;26
bc99e134b647;airflow-airflow-scheduler-1;123.04%;291.8MiB / 7.463GiB;3.82%;5.83MB / 5.94MB;0B / 0B;4
